uid,year,year_disp,new_disp,massjun,sire_pres,dam_pres,dam_rs,age,colony,col_disp,valley,litter_effect,year_uid,disp_yn
4282_4623,2006,2006,0,2020.317689,0,1,wean,1,gothictown,gothictown,dv,2849_2840.2005,2006_4282_4623,0
4284_4893,2005,2005,0,1569.548505,1,1,wean,1,bench,bench,dv,1382_1397.2004,2005_4284_4893,0
428_448,1988,1988,0,NA,0,0,no_wean,1,river,river,dv,NA,1988_428_448,0
4291_4922,2006,2006,1,1734.116381,1,0,no_wean,1,bench,river,dv,2881_195.2005,2006_4291_4922,1
4292_4851,2005,2005,0,NA,1,1,wean,1,picnic,picnic,uv,2693_2700.2004,2005_4292_4851,0
4297_4273,2005,2005,0,1824.52016,1,1,wean,1,gothictown,gothictown,dv,2660_2673.2004,2005_4297_4273,0
4298_4283,2005,2005,1,NA,1,1,wean,1,river,bench,dv,1382_1397.2004,2005_4298_4283,1
42_50,1963,1963,0,NA,0,1,no_wean,1,river,river,dv,119_108.1962,1963_42_50,0
4304_4745,2005,2005,1,1217.57344,1,1,no_wean,1,mm,mm,uv,2688_2691.2004,2005_4304_4745,1
4305_4648,2005,2005,1,1045.986277,0,0,no_wean,1,picnic,picnic,uv,NA,2005_4305_4648,1
4314_4320,2005,2005,1,1214.370029,1,1,no_wean,1,mm,mm,uv,2688_2691.2004,2005_4314_4320,1
4316_4482,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,186_189.2004,2005_4316_4482,1
431_441,1988,1988,0,1578.524442,0,0,no_wean,1,river,river,dv,NA,1988_431_441,0
431_696,1967,1967,1,2167.296696,0,1,no_wean,1,bench,bench,dv,42_50.1966,1967_431_696,1
4323_4311,2005,2005,1,1205.645664,0,1,no_wean,1,picnic,picnic,uv,2698_2653.2004,2005_4323_4311,1
4324_4592,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,2767_2761.2004,2005_4324_4592,1
4328_4254,2005,2005,0,NA,1,1,wean,1,gothictown,gothictown,dv,2849_2840.2004,2005_4328_4254,0
4344_4375,2005,2005,1,1138.556624,1,1,wean,1,picnic,picnic,uv,2720_2749.2004,2005_4344_4375,1
4346_4392,2005,2005,1,NA,1,1,wean,1,picnic,picnic,uv,2693_2700.2004,2005_4346_4392,1
435_436,1981,1981,0,1366.26949,0,1,no_wean,1,picnic,picnic,uv,301_307.1980,1981_435_436,0
4364_4351,2004,2004,0,1850.338463,1,1,wean,1,mm,mm,uv,2007_2008.2003,2004_4364_4351,0
4367_4354,2004,2004,1,1311.080533,1,1,wean,1,mm,mm,uv,2688_2691.2003,2004_4367_4354,1
4370_4362,2004,2004,1,1673.194702,1,1,wean,1,mm,mm,uv,2688_2691.2003,2004_4370_4362,1
4374_4379,2005,2005,0,1115.019674,1,1,wean,1,picnic,picnic,uv,2720_2749.2004,2005_4374_4379,0
4376_4370,2005,2005,1,NA,1,1,wean,1,river,river,dv,278_279b.2004,2005_4376_4370,1
437_433,1966,1966,0,NA,0,0,no_wean,1,horsemound,horsemound,dv,NA,1966_437_433,0
437_438a,1981,1981,0,1291.819084,0,1,no_wean,1,picnic,picnic,uv,301_307.1980,1981_437_438a,0
4381_4396,2005,2005,0,1095.83522,1,1,wean,1,picnic,picnic,uv,2720_2749.2004,2005_4381_4396,0
4382_4374,2005,2005,1,891.5244772,1,1,wean,1,picnic,picnic,uv,2693_2700.2004,2005_4382_4374,1
4383_4391,2005,2005,1,NA,1,1,wean,1,river,river,dv,2640_2627.2004,2005_4383_4391,1
4385_4373,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,2732_2709.2004,2005_4385_4373,1
4386_4342,2005,2005,0,NA,1,1,no_wean,1,picnic,picnic,uv,2767_2761.2004,2005_4386_4342,0
4389_4388,2005,2005,1,1833.105922,1,1,wean,1,bench,bench,dv,1382_1397.2004,2005_4389_4388,1
438_439,1988,1988,0,1570.473727,0,1,no_wean,1,river,river,dv,960_961a.1987,1988_438_439,0
4395_4393,2005,2005,0,1589.537681,1,1,wean,1,gothictown,gothictown,dv,2660_2673.2004,2005_4395_4393,0
43_42,2000,2000,0,1056.0803,0,1,wean,1,picnic,picnic,uv,1434_1446.1999,2000_43_42,0
43_44b,1988,1988,0,1303.9867,0,0,no_wean,1,river,river,dv,NA,1988_43_44b,0
43_46,1963,1963,0,NA,0,1,wean,1,mm,mm,uv,81_83.1962,1963_43_46,0
4400_4378,2005,2005,0,NA,1,1,no_wean,1,picnic,picnic,uv,186_189.2004,2005_4400_4378,0
4408_8176,2018,2018,0,2056.055165,0,0,no_wean,1,gothictown,gothictown,dv,7880_7885.2017,2018_4408_8176,0
4413_8578,2019,2019,0,791.2962453,1,1,no_wean,1,picnic,picnic,uv,6127_7339.2018,2019_4413_8578,0
441_442,1981,1981,0,NA,0,1,wean,1,river,river,dv,14_15a.1980,1981_441_442,0
4431_4432,2006,2006,1,1732.837292,0,1,wean,1,river,river,dv,2603_2606.2005,2006_4431_4432,1
443_444a,1981,1981,1,NA,0,1,wean,1,river,river,dv,14_15a.1980,1981_443_444a,1
4447_4444,2006,2006,0,2446.035192,1,1,wean,1,river,river,dv,272_273.2005,2006_4447_4444,0
445_446,1981,1981,1,NA,0,1,wean,1,river,river,dv,14_15a.1980,1981_445_446,1
445_450a,1967,1967,1,2218.299807,0,1,no_wean,1,bench,bench,dv,42_50.1966,1967_445_450a,1
4484_4485,2005,2005,1,NA,1,1,no_wean,1,picnic,picnic,uv,2111_2113.2004,2005_4484_4485,1
4489_4490,2005,2005,0,1031.643638,0,1,no_wean,1,picnic,picnic,uv,19_46.2004,2005_4489_4490,0
4491_4144,2005,2005,0,1107.342098,0,1,no_wean,1,picnic,picnic,uv,19_46.2004,2005_4491_4144,0
4492_4975,2006,2006,1,1549.803204,1,0,no_wean,1,picnic,picnic,uv,2832_3111.2005,2006_4492_4975,1
4501_4905,2006,2006,1,NA,0,1,wean,1,gothictown,gothictown,dv,4021_4001.2005,2006_4501_4905,1
4508_4512,2005,2005,0,1104.276576,0,1,no_wean,1,picnic,picnic,uv,19_46.2004,2005_4508_4512,0
4509_4521,2006,2006,0,2328.848051,0,1,wean,1,gothictown,gothictown,dv,2849_2840.2005,2006_4509_4521,0
4517_4952,2007,2007,1,1563.681706,1,1,no_wean,1,mm,mm,uv,2007_2008.2006,2007_4517_4952,1
4520_5119,2007,2007,1,1336.071423,1,1,wean,1,mm,mm,uv,4750_4301.2006,2007_4520_5119,1
4531_5595,2007,2007,0,1474.0079,0,1,wean,1,picnic,picnic,uv,19_46.2006,2007_4531_5595,0
453_454a,1980,1980,1,1135.091519,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_453_454a,1
4544_5290,2007,2007,1,1298.277665,0,0,no_wean,1,picnic,picnic,uv,2111_2113.2006,2007_4544_5290,1
4551_5163,2008,2008,0,NA,1,1,no_wean,1,bench,bench,dv,4715_4716.2007,2008_4551_5163,0
4554_4566,2008,2008,1,NA,1,1,wean,1,river,bench,dv,4711_4706.2007,2008_4554_4566,1
4555_4570,2008,2008,1,1659.534494,1,1,no_wean,1,bench,bench,dv,4715_4716.2007,2008_4555_4570,1
456_473,1966,1966,1,1436.33115,0,0,no_wean,1,picnic,picnic,uv,68_69.1965,1966_456_473,1
4575_5174,2008,2008,0,1253.946525,1,1,wean,1,river,river,dv,4657_4995.2007,2008_4575_5174,0
4582_4104,2006,2006,0,3325.268459,1,0,no_wean,2,gothictown,horsemound,dv,3176_3179.2004,2006_4582_4104,0
4583_4584,2004,2004,0,1537.794777,0,1,wean,1,picnic,picnic,uv,2767_2761.2003,2004_4583_4584,0
458_459,1980,1980,0,1038.975125,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_458_459,0
45_46,1978,1978,1,790.2530928,0,1,no_wean,1,picnic,picnic,uv,1194_1195.1977,1978_45_46,1
45_47b,1988,1988,0,1556.8845,0,0,no_wean,1,river,river,dv,NA,1988_45_47b,0
4600_4985,2005,2005,0,1629.49396,1,1,wean,1,river,river,dv,272_273.2004,2005_4600_4985,0
4609_4440,2006,2006,1,1766.109808,1,1,wean,1,river,river,dv,278_279b.2005,2006_4609_4440,1
460_461a,1980,1980,0,768.5950587,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_460_461a,0
460_461b,1987,1987,1,1208.209212,0,1,wean,1,picnic,picnic,uv,855_859.1986,1987_460_461b,1
4617_4906,2006,2006,1,2291.28259,1,1,no_wean,1,river,river,dv,2640_2627.2005,2006_4617_4906,1
4618_4246,2006,2006,1,2014.52815,1,1,no_wean,1,river,river,dv,2640_2627.2005,2006_4618_4246,1
462_463b,1987,1987,1,1399.853733,0,1,wean,1,picnic,picnic,uv,855_859.1986,1987_462_463b,1
4634_4629,2005,2005,1,1906.658935,1,1,no_wean,1,gothictown,gothictown,dv,2361_2351.2004,2005_4634_4629,1
4636_4633,2005,2005,0,1678.786486,1,0,no_wean,1,horsemound,horsemound,dv,3176_3179.2004,2005_4636_4633,0
464_465a,1979,1979,0,950.9636335,0,0,no_wean,1,picnic,picnic,uv,NA,1979_464_465a,0
4654_4651,2005,2005,1,NA,1,0,no_wean,1,river,river,dv,1399_1400.2004,2005_4654_4651,1
4655_4665,2005,2005,0,1420.235341,1,1,wean,1,picnic,picnic,uv,2720_2749.2004,2005_4655_4665,0
4657_4995,2005,2005,0,1503.340958,1,1,wean,1,bench,bench,dv,1382_1397.2004,2005_4657_4995,0
4661_4645,2005,2005,1,NA,1,1,wean,1,bench,bench,dv,1382_1397.2004,2005_4661_4645,1
4666_4663,2005,2005,0,1532.743015,1,1,wean,1,bench,bench,dv,1382_1397.2004,2005_4666_4663,0
4667_4673,2005,2005,1,1769.683168,1,1,no_wean,1,river,river,dv,2859_2872.2004,2005_4667_4673,1
4678_4695,2005,2005,0,1592.567104,1,1,no_wean,1,gothictown,gothictown,dv,2361_2351.2004,2005_4678_4695,0
4683_4688,2005,2005,1,NA,0,1,wean,1,river,river,dv,2603_2606.2004,2005_4683_4688,1
4691_4629,2005,2005,0,1637.75121,1,1,no_wean,1,river,river,dv,2804_2895.2004,2005_4691_4629,0
4693_4679,2005,2005,0,NA,0,1,wean,1,river,river,dv,2603_2606.2004,2005_4693_4679,0
4694_4849,2005,2005,0,NA,1,1,no_wean,1,gothictown,gothictown,dv,2361_2351.2004,2005_4694_4849,0
469_470,1980,1980,0,883.6311461,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_469_470,0
4703_4002,2004,2004,1,2427.089277,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4703_4002,1
4710_4714,2004,2004,1,1463.612595,0,1,wean,1,picnic,picnic,uv,2767_2761.2003,2004_4710_4714,1
4711_4706,2004,2004,0,2029.233746,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4711_4706,0
4715_4716,2004,2004,0,2359.215051,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4715_4716,0
4718_4705,2004,2004,0,2172.827462,1,0,no_wean,1,mm,mm,uv,2794_2790.2003,2004_4718_4705,0
4724_4701,2004,2004,1,1552.730821,0,1,wean,1,picnic,picnic,uv,2767_2761.2003,2004_4724_4701,1
4727_4734,2005,2005,0,1202.885394,0,1,no_wean,1,picnic,picnic,uv,3166_3174.2004,2005_4727_4734,0
472_473a,1980,1980,1,1237.909695,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_472_473a,1
472_473b,1987,1987,1,1823.06387,0,0,no_wean,1,river,river,dv,NA,1987_472_473b,1
4740_4302,2005,2005,0,1249.723632,1,1,no_wean,1,mm,mm,uv,2007_2008.2004,2005_4740_4302,0
4747_4741,2005,2005,0,1217.004406,1,1,no_wean,1,mm,mm,uv,2688_2691.2004,2005_4747_4741,0
4749_4742,2005,2005,0,1241.05836,1,1,no_wean,1,mm,mm,uv,2688_2691.2004,2005_4749_4742,0
474_475,1987,1987,1,1914.249614,0,0,no_wean,1,river,river,dv,NA,1987_474_475,1
4750_4301,2005,2005,0,1357.418634,1,1,no_wean,1,mm,mm,uv,2007_2008.2004,2005_4750_4301,0
475_474,1998,1998,1,1292.064355,0,1,wean,1,mm,mm,uv,2009_2010.1997,1998_475_474,1
4764_4761,2005,2005,0,1206.853587,1,1,no_wean,1,mm,mm,uv,2688_2691.2004,2005_4764_4761,0
4765_5266,2008,2008,1,1288.981046,1,0,no_wean,1,mm,mm,uv,4740_4302.2007,2008_4765_5266,1
4775_4760,2005,2005,0,1432.608284,0,1,no_wean,1,picnic,picnic,uv,2698_2653.2004,2005_4775_4760,0
4780_6855,2011,2011,1,1803.73588,1,1,wean,1,river,river,dv,4830_4029.2010,2011_4780_6855,1
4783_4778,2005,2005,0,1460.383191,1,1,no_wean,1,river,river,dv,2859_2872.2004,2005_4783_4778,0
478_479a,1986,1986,1,1015.32648,0,1,wean,1,picnic,picnic,uv,855_859.1985,1986_478_479a,1
478_479b,1987,1987,0,1133.379765,0,1,wean,1,picnic,picnic,uv,855_859.1986,1987_478_479b,0
478_479c,1998,1998,0,1872.056255,0,0,no_wean,1,river,river,dv,NA,1998_478_479c,0
4792_4423,2005,2005,1,NA,1,0,no_wean,1,river,river,dv,1399_1400.2004,2005_4792_4423,1
4799_4341,2005,2005,1,NA,0,1,no_wean,1,picnic,picnic,uv,19_46.2004,2005_4799_4341,1
479_480,1980,1980,0,1088.146476,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_479_480,0
4804_6930,2010,2010,0,1868.136605,0,1,wean,1,river,river,dv,4657_4995.2009,2010_4804_6930,0
4807_4810,2010,2010,0,2120.919367,0,1,wean,1,bench,bench,dv,4715_4716.2009,2010_4807_4810,0
4816_4811,2010,2010,0,1484.447794,1,1,wean,1,gothictown,gothictown,dv,4509_4521.2009,2010_4816_4811,0
4817_4820,2010,2010,0,2470.750403,1,1,wean,1,bench,bench,dv,4715_4716.2009,2010_4817_4820,0
4818_4801,2010,2010,1,1704.847126,0,1,wean,1,river,river,dv,4666_4663.2009,2010_4818_4801,1
4821_6939,2010,2010,0,1111.726359,1,1,no_wean,1,river,river,dv,272_273.2009,2010_4821_6939,0
4829_4035,2004,2004,1,1775.02249,1,1,wean,1,mm,mm,uv,2688_2691.2003,2004_4829_4035,1
4830_4029,2004,2004,0,1908.91455,1,1,wean,1,river,river,dv,278_279b.2003,2004_4830_4029,0
4834_4845,2004,2004,0,1564.495331,1,1,wean,1,river,river,dv,272_273.2003,2004_4834_4845,0
4837_4831,2004,2004,0,2008.446187,1,1,wean,1,river,river,dv,278_279b.2003,2004_4837_4831,0
483_486,1981,1981,0,1203.425559,0,1,no_wean,1,picnic,picnic,uv,167_168.1980,1981_483_486,0
4841_4077,2004,2004,0,2356.208759,1,1,wean,1,gothictown,gothictown,dv,2361_2351.2003,2004_4841_4077,0
4844_4853,2004,2004,1,2330.923318,1,1,wean,1,bench,bench,dv,1382_1397.2003,2004_4844_4853,1
4850_4090,2004,2004,1,1834.991297,1,1,wean,1,mm,mm,uv,2007_2008.2003,2004_4850_4090,1
4863_4866,2004,2004,0,2069.3902,1,0,no_wean,1,mm,mm,uv,2794_2790.2003,2004_4863_4866,0
4883_4885,2005,2005,0,1709.937011,1,1,no_wean,1,river,river,dv,3178_3181.2004,2005_4883_4885,0
4886_4872,2004,2004,1,NA,1,0,no_wean,1,mm,mm,uv,2794_2790.2003,2004_4886_4872,1
4891_4836,2004,2004,0,1759.86684,1,1,wean,1,river,river,dv,278_279b.2003,2004_4891_4836,0
489_492,1980,1980,0,1105.827068,0,1,no_wean,1,picnic,picnic,uv,1194_1195.1979,1980_489_492,0
48_47,2000,2000,0,863.5549297,1,1,wean,1,picnic,picnic,uv,2201_2202.1999,2000_48_47,0
48_49,1963,1963,0,NA,0,1,wean,1,river,river,dv,123_125.1962,1963_48_49,0
4901_5896,2006,2006,0,1271.566501,1,1,no_wean,1,picnic,picnic,uv,2822_2876.2005,2006_4901_5896,0
4902_4611,2006,2006,1,2193.967852,1,0,no_wean,1,river,river,dv,4007_4072.2005,2006_4902_4611,1
4903_4659,2006,2006,1,2203.074538,1,1,wean,1,river,river,dv,278_279b.2005,2006_4903_4659,1
4907_4288,2006,2006,1,NA,1,1,wean,1,river,river,dv,278_279b.2005,2006_4907_4288,1
4910_4449,2006,2006,0,1150.371137,1,1,wean,1,picnic,picnic,uv,3120_2683.2005,2006_4910_4449,0
4913_5886,2006,2006,1,1461.80853,1,1,no_wean,1,picnic,picnic,uv,2822_2876.2005,2006_4913_5886,1
492_493b,1998,1998,0,1597.499117,0,0,no_wean,1,river,river,dv,NA,1998_492_493b,0
4931_4941,2006,2006,1,1249.364535,1,0,no_wean,1,picnic,picnic,uv,2832_3111.2005,2006_4931_4941,1
4932_4945,2006,2006,0,1871.399874,1,1,no_wean,1,river,river,dv,2640_2627.2005,2006_4932_4945,0
493_494,1980,1980,1,1149.822808,0,0,no_wean,1,mm,mm,uv,110_114.1979,1980_493_494,1
493_499,1987,1987,1,1472.768459,0,1,wean,1,picnic,picnic,uv,855_859.1986,1987_493_499,1
4955_5740,2007,2007,1,1488.953927,1,1,wean,1,mm,mm,uv,4740_4302.2006,2007_4955_5740,1
495_496,1980,1980,1,651.1313549,0,0,no_wean,1,picnic,picnic,uv,1082_1083.1979,1980_495_496,1
4960_4961,2007,2007,1,1399.908434,1,1,no_wean,1,mm,mm,uv,4117_4113.2006,2007_4960_4961,1
4963_4728,2007,2007,0,1423.263801,1,1,no_wean,1,mm,mm,uv,2007_2008.2006,2007_4963_4728,0
4964_4968,2006,2006,3,1862.732338,1,0,no_wean,1,river,bench,dv,1382_1397.2005,2006_4964_4968,1
4965_5101,2007,2007,0,1750.566858,1,1,wean,1,mm,mm,uv,4750_4301.2006,2007_4965_5101,0
4969_5115,2007,2007,1,2090.05512,1,1,wean,1,horsemound,horsemound,dv,4121_4597.2006,2007_4969_5115,1
496_497,1998,1998,1,1911.017396,0,1,wean,1,gothictown,gothictown,dv,329_342.1997,1998_496_497,1
497_498b,1987,1987,0,1047.190583,0,1,wean,1,picnic,picnic,uv,855_859.1986,1987_497_498b,0
4996_4107,2005,2005,0,1845.869903,1,1,no_wean,1,river,river,dv,3178_3181.2004,2005_4996_4107,0
5000_5010,2007,2007,1,NA,0,1,wean,1,picnic,picnic,uv,19_46.2006,2007_5000_5010,1
5003_5022,2008,2008,0,NA,1,1,wean,1,gothictown,gothictown,dv,4225_4216.2007,2008_5003_5022,0
5008_5041,2007,2007,0,1192.80278,1,1,wean,1,picnic,picnic,uv,3120_2683.2006,2007_5008_5041,0
5011_5186,2008,2008,0,1504.348863,1,1,no_wean,1,river,river,dv,4666_4663.2007,2008_5011_5186,0
5013_5017,2007,2007,1,1393.97331,0,0,no_wean,1,picnic,picnic,uv,2111_2113.2006,2007_5013_5017,1
5014_5020,2007,2007,1,1605.823741,0,1,wean,1,picnic,picnic,uv,19_46.2006,2007_5014_5020,1
5026_5081,2007,2007,1,1747.6106,1,1,wean,1,mm,mm,uv,4740_4302.2006,2007_5026_5081,1
5028_5106,2007,2007,1,1442.806078,1,1,no_wean,1,mm,mm,uv,4117_4113.2006,2007_5028_5106,1
502_522,1967,1967,1,1650.030682,0,1,no_wean,1,picnic,picnic,uv,89_90a.1966,1967_502_522,1
5032_5033,2007,2007,0,2170.351133,1,1,wean,1,gothictown,gothictown,dv,4065_4006.2006,2007_5032_5033,0
5035_5027,2007,2007,0,NA,1,1,wean,1,mm,mm,uv,4750_4301.2006,2007_5035_5027,0
503_504,1980,1980,0,1003.687197,0,1,no_wean,1,picnic,picnic,uv,1194_1195.1979,1980_503_504,0
503_507,1966,1966,1,1427.828315,0,0,no_wean,1,picnic,picnic,uv,NA,1966_503_507,1
5058_5062,2007,2007,0,1367.086605,1,1,wean,1,mm,mm,uv,4750_4301.2006,2007_5058_5062,0
5059_5056,2007,2007,0,1553.584524,1,1,no_wean,1,mm,mm,uv,4117_4113.2006,2007_5059_5056,0
505_508,1967,1967,0,NA,0,1,wean,1,mm,mm,uv,424_425a.1966,1967_505_508,0
5064_5060,2007,2007,0,1274.577653,1,1,no_wean,1,mm,mm,uv,4117_4113.2006,2007_5064_5060,0
5072_5067,2007,2007,1,1269.70613,0,1,no_wean,1,picnic,picnic,uv,2793_2821.2006,2007_5072_5067,1
5075_5571,2008,2008,1,NA,1,1,wean,1,mm,mm,uv,2688_2691.2007,2008_5075_5571,1
5079_5054,2007,2007,1,NA,1,1,no_wean,1,mm,mm,uv,2007_2008.2006,2007_5079_5054,1
5105_4974,2007,2007,0,1752.861706,1,1,wean,1,bench,bench,dv,4026_4050.2006,2007_5105_4974,0
5110_5111,2006,2006,0,1022.38083,1,1,wean,1,picnic,picnic,uv,4052_4051.2005,2006_5110_5111,0
511_515,1967,1967,1,1686.309943,0,1,wean,1,picnic,picnic,uv,461_462a.1966,1967_511_515,1
5170_5175,2008,2008,1,1196.191423,1,1,wean,1,horsemound,horsemound,dv,4964_4968.2007,2008_5170_5175,1
5172_5850,2008,2008,0,1497.40152,1,1,no_wean,1,river,river,dv,4666_4663.2007,2008_5172_5850,0
5178_5187,2008,2008,1,1887.219343,1,1,wean,1,gothictown,gothictown,dv,4225_4216.2007,2008_5178_5187,1
5192_5827,2008,2008,0,864.7102295,1,1,wean,1,mm,mm,uv,2688_2691.2007,2008_5192_5827,0
5196_5015,2008,2008,1,NA,1,1,wean,1,river,river,dv,4657_4995.2007,2008_5196_5015,1
5201_5169,2007,2007,1,943.2972558,1,1,wean,1,picnic,picnic,uv,19_46.2006,2007_5201_5169,1
5207_5212,2007,2007,0,875.2467361,0,1,no_wean,1,picnic,picnic,uv,186_189.2006,2007_5207_5212,0
5209_5205,2007,2007,1,NA,0,1,no_wean,1,picnic,picnic,uv,186_189.2006,2007_5209_5205,1
5210_5223,2007,2007,1,1120.194478,0,1,wean,1,picnic,picnic,uv,2805_2809.2006,2007_5210_5223,1
5214_5213,2007,2007,1,1656.502317,0,1,wean,1,picnic,picnic,uv,3166_3174.2006,2007_5214_5213,1
5216_5076,2007,2007,1,NA,0,1,no_wean,1,picnic,picnic,uv,2793_2821.2006,2007_5216_5076,1
521_524,1966,1966,1,1197.98685,0,0,no_wean,1,picnic,picnic,uv,NA,1966_521_524,1
5232_5239,2007,2007,1,NA,0,1,no_wean,1,picnic,picnic,uv,2720_2749.2006,2007_5232_5239,1
5235_5813,2008,2008,1,1173.174057,1,1,wean,1,mm,mm,uv,4750_4301.2007,2008_5235_5813,1
5236_5230,2007,2007,0,1384.474877,0,1,no_wean,1,picnic,picnic,uv,2686_2690.2006,2007_5236_5230,0
5244_5250,2008,2008,0,930.3418809,1,1,no_wean,1,mm,mm,uv,5965_5957.2007,2008_5244_5250,0
5246_5229,2007,2007,1,NA,0,1,wean,1,picnic,picnic,uv,3166_3174.2006,2007_5246_5229,1
5255_5231,2007,2007,0,1408.937748,0,1,wean,1,picnic,picnic,uv,3166_3174.2006,2007_5255_5231,0
5257_5265,2007,2007,0,909.078559,0,1,no_wean,1,picnic,picnic,uv,2767_2761.2006,2007_5257_5265,0
5263_5249,2008,2008,0,907.0157069,1,1,no_wean,1,mm,mm,uv,5965_5957.2007,2008_5263_5249,0
5267_4327,2008,2008,1,1105.682492,1,1,no_wean,1,mm,mm,uv,5965_5957.2007,2008_5267_4327,1
5271_4233,2008,2008,0,1085.800212,1,1,no_wean,1,mm,mm,uv,5965_5957.2007,2008_5271_4233,0
5274_5264,2008,2008,1,1016.558758,1,1,no_wean,1,mm,mm,uv,5965_5957.2007,2008_5274_5264,1
527_533,1967,1967,0,2101.528248,0,1,no_wean,1,bench,bench,dv,42_50.1966,1967_527_533,0
5282_5053,2007,2007,1,1324.615246,0,0,no_wean,1,picnic,picnic,uv,2111_2113.2006,2007_5282_5053,1
5285_5088,2007,2007,0,1310.444595,1,1,wean,1,mm,mm,uv,2688_2691.2006,2007_5285_5088,0
5287_5283,2007,2007,0,1390.759208,1,1,wean,1,mm,mm,uv,2688_2691.2006,2007_5287_5283,0
529_549b,1991,1991,1,645.4194915,0,1,wean,1,picnic,picnic,uv,100_110.1990,1991_529_549b,1
52_54,1963,1963,0,NA,0,1,no_wean,1,picnic,picnic,uv,67_75.1962,1963_52_54,0
530_541,1967,1967,0,1698.36425,0,0,no_wean,1,picnic,picnic,uv,52_54.1966,1967_530_541,0
530_563,1991,1991,0,960.8580239,0,1,wean,1,picnic,picnic,uv,733_729.1990,1991_530_563,0
531_532,1981,1981,1,1666.859598,0,1,no_wean,1,gothictown,gothictown,dv,350_391.1980,1981_531_532,1
535_536,1981,1981,1,1666.859598,0,1,no_wean,1,gothictown,gothictown,dv,350_391.1980,1981_535_536,1
535_537a,1967,1967,1,1342.871961,0,1,wean,1,picnic,picnic,uv,461_462a.1966,1967_535_537a,1
536_544,1967,1967,1,1614.277921,0,1,no_wean,1,picnic,picnic,uv,89_90a.1966,1967_536_544,1
537_538,1981,1981,0,NA,0,1,no_wean,1,gothictown,gothictown,dv,350_391.1980,1981_537_538,0
5420_5430,2008,2008,1,856.4366233,0,0,no_wean,1,picnic,picnic,uv,4374_4379.2007,2008_5420_5430,1
5423_5529,2008,2008,1,NA,1,1,wean,1,horsemound,horsemound,dv,4964_4968.2007,2008_5423_5529,1
542_548,1967,1967,0,1366.854013,0,1,wean,1,picnic,picnic,uv,461_462a.1966,1967_542_548,0
5469_5484,2008,2008,1,852.9300686,1,1,no_wean,1,picnic,picnic,uv,3166_3174.2007,2008_5469_5484,1
5476_5686,2009,2009,0,1862.89521,1,1,wean,1,gothictown,gothictown,dv,4509_4521.2008,2009_5476_5686,0
5480_5473,2008,2008,1,NA,1,1,no_wean,1,picnic,picnic,uv,3166_3174.2007,2008_5480_5473,1
5493_5697,2009,2009,1,1681.30939,1,1,wean,1,bench,horsemound,dv,4964_4968.2008,2009_5493_5697,1
54_55,1978,1978,1,934.8188874,0,1,no_wean,1,picnic,picnic,uv,1194_1195.1977,1978_54_55,1
5501_5503,2008,2008,0,854.3405056,1,1,no_wean,1,picnic,picnic,uv,3166_3174.2007,2008_5501_5503,0
5505_5502,2008,2008,0,1250.166095,1,1,wean,1,gothictown,gothictown,dv,4065_4006.2007,2008_5505_5502,0
550_551,1991,1991,0,1227.222207,0,0,no_wean,1,picnic,picnic,uv,86_119.1990,1991_550_551,0
551_552,1981,1981,1,1239.406643,0,1,wean,1,picnic,picnic,uv,174_175.1980,1981_551_552,1
5522_5521,2008,2008,1,1510.959784,1,1,wean,1,gothictown,gothictown,dv,4065_4006.2007,2008_5522_5521,1
5524_5562,2009,2009,1,1890.394805,1,1,wean,1,horsemound,horsemound,dv,4964_4968.2008,2009_5524_5562,1
552_556,1991,1991,0,755.7258448,0,0,no_wean,1,picnic,picnic,uv,NA,1991_552_556,0
